DATAFLOW,LAST UPDATE,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2010,1559.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2011,1584.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2012,1593.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2013,1693.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2014,1868.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2015,1969.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2016,1977.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2017,1983.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2018,1981.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2019,2104.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2020,2132.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,North Macedonia,2021,2167.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2009,215.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2010,260.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2011,253,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2012,268.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2013,288.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2014,316.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2015,357.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2016,371.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2017,390.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2018,417.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2019,440.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2020,467.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2021,493.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Malta,2022,540.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1992,6435.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1993,6625.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1994,6805.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1995,6575.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1996,6832.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1997,6562.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1998,6380.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,1999,8707,bd
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2000,9169,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2001,9570,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2002,10230,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2003,10367,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2004,10851,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2005,11461,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2006,11938,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2007,12030,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2008,12129,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2009,12449,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2010,12935,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2011,13273,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2012,13886,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2013,14154,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2014,14850,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2015,15040.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2016,15265.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2017,15645.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2018,15881.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2019,16105.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2020,16452.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2021,16889.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Netherlands,2022,16900.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2002,2508.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2003,2646.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2004,2725.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2005,2877.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2006,3023.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2007,3076.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2008,3148.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2009,3268,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2010,3276.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2011,3428.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2012,3421.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2013,3568.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2014,3784.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2015,3451,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2016,3557.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2017,3818.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2018,4005.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2019,4203.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2020,4337.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2021,4466.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Norway,2022,4782.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2008,33213.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2009,30721.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2010,34275,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2011,37399.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2012,38693.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2013,38654.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2014,39474.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2015,38168.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2016,38994.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2017,39508.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2018,36012.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2019,46449,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2020,46988.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2021,48406.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Poland,2022,45934.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1985,2896.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1986,3036.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1987,3191.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1988,3412.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1989,3562.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1990,3713.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1991,3927.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1992,4233.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1993,5222.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1994,5638.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1995,6220.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1996,6821.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1997,7095.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1998,7369.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,1999,7405.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2000,8021.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2001,8167.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2002,8305.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2003,8424.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2004,8734.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2005,8974.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2006,9162.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2007,9312.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2008,9453.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2009,9666.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2010,9810.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2011,10105.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2012,10527.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2013,10933.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2014,11150.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2015,11430.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2016,11734.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2017,12132.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2018,12789.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2019,12803.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2020,13160.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2021,13609.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Portugal,2022,14004.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,1994,4851.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,1998,6294.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2002,8875.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2004,9483.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2005,8155,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2006,16701,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2007,17576,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2008,18077,e
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2009,17375.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2010,17231,b
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2011,17762.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2012,18868.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2013,19615.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2014,20152.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2015,21012.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2016,21751.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2017,22617.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2018,23861.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2019,25306.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2020,26578.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2021,28512.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Romania,2022,30181.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2003,5988,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2004,5978,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2005,5930,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2006,5797,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2007,5809,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2008,5885,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2009,5955,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2010,5997,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2011,6095,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2012,6163,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2013,6142,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2014,6044,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2015,6076,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2016,5629,bd
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2017,5589,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2018,5552,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2020,5361,bd
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2021,5245,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Serbia,2022,5440,d
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,1995,5769.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,1996,5837.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,1997,5876.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,1998,6027.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,1999,6123.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2000,6281.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2001,6456.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2002,6709.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2003,6907.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2004,7142.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2005,7335.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2006,7553.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2007,7868.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2008,7969.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2009,8146.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2010,8395.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2011,8659.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2012,8927.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2013,9196.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2014,9453.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2015,9657.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2016,9855.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2017,9991.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2018,10211.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2019,10232.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2020,10285.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Sweden,2021,10624.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2005,1575.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2006,1596.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2007,1662.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2008,1694.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2009,1734.00,
ESTAT:HLTH_RS_PHYSCAT(1.0),11/12/24 23:00:00,Annual,Number,Medical group of specialists,Slovenia,2010,1755.00,
